tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,
0,control_change,0,0,10,,,,,,,,3,10,96,,
0,control_change,0,0,10,,,,,,,,3,11,127,,
0,track_name,0,1,11,,,,,,,,,,,,
0,program_change,0,0,11,,,,,,,48,4,,,,
0,control_change,0,0,11,,,,,,,,4,7,96,,
0,control_change,0,0,11,,,,,,,,4,10,48,,
0,control_change,0,0,11,,,,,,,,4,11,127,,
0,note_on,0,0,11,,,,,,,,4,,,57,72
0,control_change,0,0,10,,,,,,,,3,7,96,,
0,track_name,0,1,12,,,,,,,,,,,,
0,control_change,0,0,12,,,,,,,,5,7,96,,
0,control_change,0,0,12,,,,,,,,5,10,24,,
0,control_change,0,0,12,,,,,,,,5,11,127,,
0,note_on,0,0,12,,,,,,,,5,,,57,72
0,track_name,0,1,13,,,,,,,,,,,,
0,program_change,0,0,13,,,,,,,48,6,,,,
0,control_change,0,0,13,,,,,,,,6,7,96,,
0,control_change,0,0,13,,,,,,,,6,10,80,,
0,program_change,0,0,12,,,,,,,48,5,,,,
0,program_change,0,0,10,,,,,,,57,3,,,,
0,track_name,0,1,10,,,,,,,,,,,,
0,control_change,0,0,9,,,,,,,,3,11,127,,
0,control_change,0,0,6,,,,,,,,1,7,96,,
0,control_change,0,0,6,,,,,,,,1,10,65,,
0,control_change,0,0,6,,,,,,,,1,11,127,,
0,track_name,0,1,7,,,,,,,,,,,,
0,program_change,0,0,7,,,,,,,56,2,,,,
0,control_change,0,0,7,,,,,,,,2,7,96,,
0,control_change,0,0,7,,,,,,,,2,10,60,,
0,control_change,0,0,7,,,,,,,,2,11,127,,
0,note_on,0,0,7,,,,,,,,2,,,69,72
0,note_on,0,0,7,,,,,,,,2,,,57,72
0,track_name,0,1,8,,,,,,,,,,,,
0,program_change,0,0,8,,,,,,,57,3,,,,
0,control_change,0,0,8,,,,,,,,3,7,96,,
0,control_change,0,0,8,,,,,,,,3,10,96,,
0,control_change,0,0,8,,,,,,,,3,11,127,,
0,track_name,0,1,9,,,,,,,,,,,,
0,program_change,0,0,9,,,,,,,57,3,,,,
0,control_change,0,0,9,,,,,,,,3,7,96,,
0,control_change,0,0,9,,,,,,,,3,10,96,,
0,control_change,0,0,13,,,,,,,,6,11,127,,
0,note_on,0,0,13,,,,,,,,6,,,57,72
0,track_name,0,1,14,,,,,,,,,,,,
0,program_change,0,0,14,,,,,,,48,7,,,,
0,control_change,0,0,18,,,,,,,,12,10,48,,
0,control_change,0,0,18,,,,,,,,12,11,127,,
0,track_name,0,1,19,,,,,,,,,,,,
0,program_change,0,0,19,,,,,,,52,13,,,,
0,control_change,0,0,19,,,,,,,,13,7,104,,
0,control_change,0,0,19,,,,,,,,13,10,80,,
0,control_change,0,0,19,,,,,,,,13,11,127,,
0,track_name,0,1,20,,,,,,,,,,,,
0,program_change,0,0,20,,,,,,,19,15,,,,
0,control_change,0,0,20,,,,,,,,15,7,96,,
0,control_change,0,0,20,,,,,,,,15,10,64,,
0,control_change,0,0,20,,,,,,,,15,11,127,,
0,note_on,0,0,20,,,,,,,,15,,,45,72
0,track_name,0,1,21,,,,,,,,,,,,
0,program_change,0,0,21,,,,,,,47,14,,,,
0,control_change,0,0,21,,,,,,,,14,7,127,,
0,control_change,0,0,21,,,,,,,,14,10,25,,
