tick,type,data,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,port,tempo,key,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,program,channel,control,value,note,velocity
0,sequencer_specific,"(0, 0, 91, 35, 1, 0, 5, 6, 42, 0)",0,1,0,,,,,,,,,,,,,,,,,,,
0,track_name,,0,1,7,,,,,,,,,,,,,,,,,,,
0,midi_port,,0,1,7,,,,,,,0,,,,,,,,,,,,
0,program_change,,0,0,7,,,,,,,,,,,,,,56,2,,,,
0,control_change,,0,0,7,,,,,,,,,,,,,,,2,10,74,,
0,control_change,,0,0,7,,,,,,,,,,,,,,,2,11,127,,
0,control_change,,0,0,7,,,,,,,,,,,,,,,2,7,96,,
0,note_on,,0,0,7,,,,,,,,,,,,,,,2,,,62,76
0,track_name,,0,1,8,,,,,,,,,,,,,,,,,,,
0,midi_port,,0,1,8,,,,,,,0,,,,,,,,,,,,
0,program_change,,0,0,8,,,,,,,,,,,,,,47,3,,,,
0,control_change,,0,0,8,,,,,,,,,,,,,,,3,10,25,,
0,control_change,,0,0,8,,,,,,,,,,,,,,,3,11,127,,
0,control_change,,0,0,8,,,,,,,,,,,,,,,3,7,96,,
0,note_on,,0,0,8,,,,,,,,,,,,,,,3,,,50,76
0,track_name,,0,1,9,,,,,,,,,,,,,,,,,,,
0,midi_port,,0,1,9,,,,,,,0,,,,,,,,,,,,
0,program_change,,0,0,9,,,,,,,,,,,,,,68,4,,,,
0,control_change,,0,0,9,,,,,,,,,,,,,,,4,10,59,,
0,control_change,,0,0,9,,,,,,,,,,,,,,,4,11,127,,
0,note_on,,0,0,6,,,,,,,,,,,,,,,1,,,66,76
0,control_change,,0,0,9,,,,,,,,,,,,,,,4,7,80,,
0,control_change,,0,0,6,,,,,,,,,,,,,,,1,7,96,,
0,control_change,,0,0,6,,,,,,,,,,,,,,,1,10,64,,
0,end_of_track,,0,1,1,,,,,,,,,,,,,,,,,,,
