tick,type,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,note,velocity,pitch
0,track_name,0,1,0,,,,,,,,,,,,,,,,,,,,
0,track_name,0,1,7,,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,7,,,,,,,,,,,,,0,,,,,,,
0,end_of_track,0,1,6,,,,,,,,,,,,,,,,,,,,
0,track_name,0,1,6,,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,6,,,,,,,,,,,,,0,,,,,,,
0,end_of_track,0,1,5,,,,,,,,,,,,,,,,,,,,
0,track_name,0,1,5,,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,5,,,,,,,,,,,,,0,,,,,,,
0,control_change,0,0,4,,,,,,,,,,,,,,,3,10,104,,,
0,control_change,0,0,4,,,,,,,,,,,,,,,3,7,100,,,
0,end_of_track,0,1,7,,,,,,,,,,,,,,,,,,,,
0,program_change,0,0,4,,,,,,,,,,,,,,24,3,,,,,
0,midi_port,0,1,4,,,,,,,,,,,,,0,,,,,,,
0,control_change,0,0,3,,,,,,,,,,,,,,,2,10,44,,,
0,control_change,0,0,3,,,,,,,,,,,,,,,2,7,100,,,
0,program_change,0,0,3,,,,,,,,,,,,,,24,2,,,,,
0,track_name,0,1,3,,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,3,,,,,,,,,,,,,0,,,,,,,
0,control_change,0,0,2,,,,,,,,,,,,,,,1,10,84,,,
0,control_change,0,0,2,,,,,,,,,,,,,,,1,7,100,,,
0,program_change,0,0,2,,,,,,,,,,,,,,24,1,,,,,
0,track_name,0,1,2,,,,,,,,,,,,,,,,,,,,
0,track_name,0,1,4,,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,2,,,,,,,,,,,,,0,,,,,,,
0,midi_port,0,1,8,,,,,,,,,,,,,0,,,,,,,
0,end_of_track,0,1,8,,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,16,,,,,,,,,,,,,0,,,,,,,
0,end_of_track,0,1,15,,,,,,,,,,,,,,,,,,,,
0,track_name,0,1,15,,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,15,,,,,,,,,,,,,0,,,,,,,
0,end_of_track,0,1,14,,,,,,,,,,,,,,,,,,,,
0,track_name,0,1,14,,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,14,,,,,,,,,,,,,0,,,,,,,
0,end_of_track,0,1,13,,,,,,,,,,,,,,,,,,,,
0,track_name,0,1,13,,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,13,,,,,,,,,,,,,0,,,,,,,
0,track_name,0,1,8,,,,,,,,,,,,,,,,,,,,
0,end_of_track,0,1,12,,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,12,,,,,,,,,,,,,0,,,,,,,
0,end_of_track,0,1,11,,,,,,,,,,,,,,,,,,,,
0,track_name,0,1,11,,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,11,,,,,,,,,,,,,0,,,,,,,
0,end_of_track,0,1,10,,,,,,,,,,,,,,,,,,,,
0,track_name,0,1,10,,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,10,,,,,,,,,,,,,0,,,,,,,
0,end_of_track,0,1,9,,,,,,,,,,,,,,,,,,,,
0,track_name,0,1,9,,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,9,,,,,,,,,,,,,0,,,,,,,
0,track_name,0,1,12,,,,,,,,,,,,,,,,,,,,
0,track_name,0,1,16,,,,,,,,,,,,,,,,,,,,
0,end_of_track,0,1,16,,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,1,,,,,,,,,,,,,0,,,,,,,
0,marker,0,1,0,,,,,,,,,,,,,,,,,,,,
0,time_signature,0,1,0,,,,,,,4,4,24,8,,,,,,,,,,
0,smpte_offset,0,1,0,25,32,0,3,0,0,,,,,,,,,,,,,,
0,track_name,0,1,1,,,,,,,,,,,,,,,,,,,,
0,program_change,0,0,1,,,,,,,,,,,,,,24,0,,,,,
0,control_change,0,0,1,,,,,,,,,,,,,,,0,7,100,,,
0,control_change,0,0,1,,,,,,,,,,,,,,,0,10,64,,,
0,set_tempo,0,1,0,,,,,,,,,,,,857143,,,,,,,,
0,key_signature,0,1,0,,,,,,,,,,,Eb,,,,,,,,,
120,note_on,120,0,1,,,,,,,,,,,,,,,0,,,63,100,
240,note_on,0,0,1,,,,,,,,,,,,,,,0,,,62,100,
240,note_on,120,0,1,,,,,,,,,,,,,,,0,,,63,0,
360,note_on,120,0,1,,,,,,,,,,,,,,,0,,,62,0,
360,note_on,0,0,1,,,,,,,,,,,,,,,0,,,63,100,
480,note_on,0,0,1,,,,,,,,,,,,,,,0,,,65,100,
480,note_on,120,0,1,,,,,,,,,,,,,,,0,,,63,0,
600,note_on,0,0,1,,,,,,,,,,,,,,,0,,,58,100,
600,note_on,120,0,1,,,,,,,,,,,,,,,0,,,65,0,
720,note_on,0,0,1,,,,,,,,,,,,,,,0,,,60,100,
720,note_on,120,0,1,,,,,,,,,,,,,,,0,,,58,0,
840,note_on,120,0,1,,,,,,,,,,,,,,,0,,,60,0,
840,note_on,0,0,1,,,,,,,,,,,,,,,0,,,62,100,
960,note_on,120,0,1,,,,,,,,,,,,,,,0,,,62,0,
960,note_on,0,0,1,,,,,,,,,,,,,,,0,,,63,100,
1080,note_on,1080,0,2,,,,,,,,,,,,,,,1,,,58,100,
1080,note_on,120,0,1,,,,,,,,,,,,,,,0,,,63,0,
1140,note_on,60,0,1,,,,,,,,,,,,,,,0,,,62,100,
